,EnvironmentSatisfaction,JobSatisfaction,Attrition,BusinessTravel,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement
2359,3.0,1.0,No,Travel_Rarely,4,Life Sciences,3,Healthcare Representative,Married,69490,1.0,1,10.0,2,1,4,3
2360,2.0,1.0,No,Travel_Rarely,2,Life Sciences,3,Research Scientist,Married,106090,2.0,1,10.0,2,7,7,3
2361,4.0,1.0,No,Travel_Rarely,1,Life Sciences,4,Research Scientist,Divorced,44470,1.0,0,7.0,4,0,7,3
2362,2.0,1.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,21570,1.0,0,16.0,1,1,10,2
2363,2.0,1.0,No,Travel_Rarely,3,Life Sciences,3,Manufacturing Director,Divorced,46010,0.0,2,6.0,2,0,0,3
2364,3.0,4.0,No,Travel_Rarely,1,Life Sciences,1,Laboratory Technician,Single,170990,1.0,1,3.0,2,2,2,3
2365,2.0,4.0,Yes,Travel_Frequently,5,Medical,1,Research Director,Single,24790,2.0,1,0.0,2,0,0,2
2366,4.0,3.0,No,Travel_Rarely,4,Medical,2,Research Scientist,Married,148520,3.0,3,27.0,3,1,0,2
2367,3.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Divorced,72640,0.0,0,10.0,5,0,7,3
2368,1.0,3.0,No,Travel_Rarely,1,Life Sciences,1,Laboratory Technician,Married,56660,1.0,1,18.0,2,14,12,3
2369,3.0,3.0,No,Non-Travel,3,Medical,2,Sales Executive,Married,78230,1.0,1,15.0,3,2,9,3
2370,3.0,3.0,No,Travel_Rarely,4,Technical Degree,1,Laboratory Technician,Married,78800,3.0,1,9.0,2,0,2,4
2371,1.0,3.0,No,Travel_Frequently,3,Technical Degree,2,Manager,Single,131940,0.0,0,10.0,2,3,8,3
2372,4.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Laboratory Technician,Divorced,50670,1.0,2,10.0,3,3,9,2
2373,4.0,3.0,No,Travel_Rarely,4,Life Sciences,3,Sales Executive,Married,50790,3.0,0,10.0,3,0,2,3
2374,4.0,1.0,Yes,Travel_Rarely,3,Life Sciences,3,Healthcare Representative,Married,23210,9.0,1,15.0,0,6,0,3
2375,2.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Healthcare Representative,Married,174440,1.0,0,8.0,4,7,7,3
2376,3.0,4.0,No,Travel_Rarely,3,Technical Degree,2,Healthcare Representative,Single,24040,6.0,0,18.0,2,3,3,2
2377,1.0,4.0,No,Travel_Frequently,2,Marketing,1,Laboratory Technician,Married,34520,4.0,1,14.0,2,0,2,2
2378,3.0,4.0,No,Travel_Frequently,4,Marketing,3,Manager,Married,22700,2.0,3,23.0,2,2,2,3
2379,3.0,4.0,Yes,Travel_Rarely,3,Life Sciences,2,Manager,Divorced,173990,6.0,0,7.0,3,2,2,1
2380,1.0,4.0,No,Travel_Frequently,3,Life Sciences,2,Research Scientist,Single,54880,1.0,1,6.0,6,1,3,3
2381,2.0,3.0,No,Travel_Rarely,4,Life Sciences,3,Sales Executive,Married,194190,7.0,1,5.0,2,0,2,1
2382,4.0,4.0,No,Travel_Frequently,3,Life Sciences,1,Research Scientist,Single,28110,2.0,0,6.0,3,1,2,3
2383,1.0,1.0,Yes,Travel_Rarely,4,Marketing,1,Research Director,Single,36330,3.0,2,10.0,0,0,3,3
2384,3.0,3.0,No,Travel_Rarely,1,Medical,2,Manager,Single,41630,9.0,1,8.0,4,1,4,2
2385,2.0,1.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,21320,4.0,0,9.0,1,0,2,2
2386,4.0,3.0,No,Travel_Frequently,1,Marketing,4,Manufacturing Director,Divorced,139730,1.0,0,7.0,3,0,7,2
2387,4.0,2.0,No,Travel_Rarely,3,Marketing,2,Research Director,Married,26840,4.0,0,7.0,2,1,0,3
2388,1.0,2.0,No,Travel_Rarely,2,Life Sciences,2,Research Director,Married,108450,3.0,0,27.0,4,1,2,2
2389,4.0,1.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Divorced,43770,5.0,1,19.0,2,1,11,2
2390,3.0,3.0,No,Travel_Rarely,4,Medical,2,Sales Executive,Single,37430,1.0,1,2.0,2,2,2,3
2391,4.0,2.0,No,Travel_Rarely,3,Medical,3,Laboratory Technician,Divorced,41480,1.0,0,11.0,3,7,9,3
2392,1.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Healthcare Representative,Single,10510,2.0,0,15.0,2,1,3,3
2393,3.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Research Scientist,Married,107390,2.0,3,30.0,3,2,12,3
2394,4.0,3.0,No,Non-Travel,4,Life Sciences,4,Laboratory Technician,Married,103880,0.0,0,4.0,2,1,2,3
2395,4.0,1.0,No,Travel_Rarely,2,Medical,2,Healthcare Representative,Divorced,114160,6.0,0,13.0,2,0,4,3
2396,2.0,3.0,No,Travel_Rarely,3,Marketing,1,Laboratory Technician,Married,26000,3.0,0,36.0,5,4,7,3
2397,3.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Research Scientist,Married,24220,1.0,1,14.0,2,6,11,3
2398,4.0,4.0,Yes,Travel_Frequently,4,Medical,1,Research Director,Single,54720,3.0,1,13.0,3,6,7,2
2399,4.0,4.0,No,Travel_Frequently,2,Life Sciences,2,Research Scientist,Married,24510,7.0,1,19.0,3,2,9,3
2400,1.0,2.0,No,Travel_Rarely,2,Medical,2,Sales Representative,Divorced,42400,1.0,0,10.0,2,0,9,2
2401,4.0,4.0,No,Travel_Rarely,3,Medical,5,Sales Executive,Divorced,109990,1.0,3,6.0,3,0,4,2
2402,4.0,2.0,No,Travel_Rarely,4,Technical Degree,5,Research Scientist,Divorced,50030,0.0,0,10.0,5,1,6,3
2403,1.0,4.0,No,Travel_Rarely,4,Technical Degree,2,Sales Executive,Married,127420,1.0,0,10.0,4,0,2,2
2404,4.0,1.0,No,Travel_Rarely,4,Medical,1,Laboratory Technician,Divorced,42270,4.0,0,17.0,3,2,2,2
2405,4.0,2.0,No,Travel_Frequently,2,Medical,1,Sales Executive,Single,39170,1.0,3,4.0,2,3,3,3
2406,2.0,2.0,No,Travel_Rarely,4,Medical,3,Laboratory Technician,Divorced,183030,6.0,1,29.0,2,1,2,2
2407,3.0,3.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Single,23800,4.0,0,23.0,3,0,0,1
2408,4.0,3.0,No,Travel_Rarely,4,Life Sciences,4,Manager,Single,137260,3.0,0,21.0,6,0,2,4
2409,4.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Sales Representative,Single,47770,1.0,1,2.0,3,0,2,3
2410,3.0,4.0,No,Non-Travel,2,Medical,2,Healthcare Representative,Divorced,63850,1.0,0,7.0,6,1,2,2
2411,1.0,3.0,No,Travel_Rarely,2,Technical Degree,3,Sales Executive,Married,199730,6.0,0,10.0,2,0,2,3
2412,3.0,4.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Divorced,68610,4.0,0,8.0,2,2,2,2
2413,4.0,3.0,Yes,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Single,49690,1.0,0,5.0,3,1,2,3
2414,4.0,3.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,198450,7.0,1,7.0,3,0,0,3
2415,2.0,4.0,No,Travel_Rarely,3,Life Sciences,4,Research Director,Married,133200,3.0,0,11.0,2,1,2,3
2416,4.0,3.0,Yes,Travel_Frequently,2,Marketing,1,Healthcare Representative,Married,63470,2.0,1,19.0,3,7,7,1
2417,4.0,2.0,Yes,Travel_Rarely,3,Life Sciences,2,Research Scientist,Single,27430,1.0,1,1.0,2,0,0,3
2418,4.0,4.0,No,Non-Travel,2,Medical,1,Human Resources,Single,108800,1.0,1,7.0,5,5,7,3
2419,1.0,2.0,No,Travel_Rarely,1,Life Sciences,5,Laboratory Technician,Divorced,23420,5.0,2,8.0,2,1,2,3
2420,2.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Research Scientist,Married,176500,1.0,1,15.0,6,4,13,1
2421,3.0,4.0,No,Travel_Rarely,4,Medical,1,Manager,Divorced,40250,3.0,1,19.0,5,0,0,2
2422,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Manager,Married,97250,1.0,0,14.0,0,2,13,3
2423,3.0,4.0,No,Travel_Frequently,3,Life Sciences,1,Laboratory Technician,Divorced,119040,1.0,1,6.0,4,1,3,3
2424,2.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Healthcare Representative,Married,21770,1.0,0,10.0,5,8,7,3
2425,3.0,4.0,Yes,Travel_Rarely,2,Medical,2,Research Scientist,Divorced,75250,1.0,2,3.0,2,0,2,3
2426,3.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,48340,1.0,0,9.0,1,6,7,4
2427,1.0,4.0,No,Travel_Frequently,3,Life Sciences,3,Sales Executive,Single,20420,0.0,0,6.0,2,1,4,3
2428,4.0,4.0,No,Travel_Rarely,4,Life Sciences,2,Sales Executive,Married,22200,1.0,0,10.0,2,8,8,1
2429,3.0,3.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,10520,1.0,0,5.0,3,0,4,3
2430,4.0,3.0,No,Travel_Rarely,4,Marketing,1,Research Scientist,Single,28210,1.0,0,10.0,3,8,7,3
2431,4.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Research Scientist,Married,192370,9.0,1,9.0,2,1,2,3
2432,3.0,4.0,No,Travel_Rarely,4,Life Sciences,3,Research Scientist,Single,41070,3.0,1,17.0,2,6,7,1
2433,3.0,3.0,No,Non-Travel,3,Life Sciences,2,Manufacturing Director,Married,83960,3.0,2,25.0,3,14,4,2
2434,4.0,3.0,Yes,Travel_Rarely,2,Medical,2,Manager,Married,20070,1.0,0,1.0,2,0,0,2
2435,3.0,3.0,Yes,Travel_Frequently,3,Medical,2,Sales Executive,Married,196270,7.0,2,25.0,1,14,10,3
2436,4.0,3.0,No,Travel_Rarely,1,Medical,1,Sales Executive,Married,106860,1.0,1,3.0,2,0,2,3
2437,4.0,2.0,No,Travel_Rarely,4,Life Sciences,1,Research Director,Single,29420,1.0,1,21.0,4,8,6,3
2438,1.0,3.0,No,Travel_Frequently,1,Marketing,2,Laboratory Technician,Married,88580,6.0,1,10.0,2,1,3,3
2439,2.0,3.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,167560,1.0,2,6.0,5,0,3,3
2440,3.0,2.0,No,Non-Travel,2,Medical,2,Research Scientist,Married,107980,6.0,2,10.0,5,1,2,1
2441,2.0,1.0,No,Travel_Rarely,2,Technical Degree,1,Healthcare Representative,Married,23230,2.0,1,18.0,2,0,0,3
2442,2.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Divorced,14160,1.0,1,6.0,3,1,2,2
2443,3.0,2.0,No,Travel_Rarely,3,Medical,4,Sales Executive,Single,46150,6.0,0,19.0,3,0,9,2
2444,4.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Married,24610,2.0,1,17.0,4,0,7,3
2445,2.0,4.0,No,Travel_Rarely,4,Marketing,1,Laboratory Technician,Married,87220,1.0,1,10.0,3,0,8,3
2446,3.0,2.0,No,Non-Travel,2,Life Sciences,2,Sales Executive,Married,39550,7.0,1,4.0,5,0,0,3
2447,3.0,4.0,No,Travel_Rarely,4,Technical Degree,3,Sales Executive,Divorced,99570,4.0,0,13.0,1,0,3,3
2448,2.0,1.0,Yes,Travel_Rarely,3,Medical,2,Manufacturing Director,Divorced,33760,5.0,0,16.0,3,2,2,3
2449,1.0,2.0,Yes,Travel_Rarely,3,Medical,2,Research Director,Single,88230,6.0,2,10.0,3,0,0,3
2450,3.0,2.0,No,Travel_Rarely,4,Life Sciences,3,Manufacturing Director,Single,103220,1.0,2,3.0,2,1,2,3
2451,4.0,4.0,No,Travel_Frequently,3,Marketing,2,Sales Executive,Single,46210,2.0,1,9.0,3,1,4,3
2452,4.0,4.0,No,Non-Travel,3,Life Sciences,2,Manufacturing Director,Married,109760,1.0,0,9.0,3,5,8,2
2453,4.0,3.0,No,Travel_Rarely,3,Technical Degree,1,Research Scientist,Married,36600,3.0,2,10.0,0,0,2,2
2454,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Manufacturing Director,Single,104820,1.0,1,21.0,6,12,8,2
2455,3.0,3.0,No,Travel_Rarely,4,Medical,1,Sales Representative,Married,71190,4.0,0,9.0,2,0,3,3
2456,4.0,1.0,No,Travel_Frequently,3,Life Sciences,1,Research Director,Single,95820,0.0,1,10.0,2,0,7,3
2457,1.0,4.0,No,Travel_Frequently,4,Marketing,1,Sales Executive,Married,45080,0.0,1,3.0,5,2,1,3
2458,3.0,4.0,Yes,Travel_Frequently,3,Life Sciences,1,Human Resources,Divorced,22070,6.0,0,6.0,4,1,2,3
2459,1.0,3.0,No,Travel_Rarely,2,Life Sciences,3,Laboratory Technician,Married,77560,1.0,2,6.0,3,0,2,4
2460,3.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Manager,Single,66940,1.0,1,6.0,2,1,4,2
2461,2.0,2.0,Yes,Travel_Rarely,3,Marketing,5,Research Scientist,Single,36910,1.0,0,2.0,3,2,2,3
2462,4.0,3.0,No,Travel_Frequently,4,Life Sciences,1,Sales Executive,Single,23770,8.0,1,10.0,2,0,2,3
2463,3.0,1.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Divorced,23130,2.0,0,12.0,5,1,7,3
2464,4.0,4.0,No,Travel_Rarely,2,Medical,2,Healthcare Representative,Married,176650,0.0,0,6.0,5,1,2,2
2465,4.0,2.0,No,Non-Travel,4,Medical,1,Sales Representative,Single,25960,8.0,1,13.0,4,1,7,3
2466,4.0,4.0,No,Travel_Rarely,4,Marketing,1,Sales Executive,Single,47280,3.0,1,8.0,4,0,4,3
2467,1.0,1.0,Yes,Travel_Rarely,3,Life Sciences,1,Sales Executive,Single,43020,2.0,0,11.0,3,0,0,1
2468,3.0,2.0,No,Travel_Frequently,3,Medical,1,Healthcare Representative,Married,29790,4.0,1,9.0,3,0,5,3
2469,1.0,3.0,Yes,Travel_Rarely,4,Human Resources,2,Laboratory Technician,Married,168850,2.0,2,10.0,2,0,0,3
2470,4.0,1.0,No,Travel_Rarely,4,Other,2,Sales Representative,Divorced,55930,1.0,1,1.0,3,0,0,3
2471,3.0,3.0,No,Travel_Rarely,1,Medical,1,Sales Representative,Married,104450,3.0,1,10.0,3,1,7,3
2472,2.0,2.0,No,Non-Travel,4,Life Sciences,1,Laboratory Technician,Single,87400,2.0,1,12.0,2,0,7,3
2473,2.0,4.0,No,Travel_Rarely,2,Technical Degree,1,Manufacturing Director,Married,25140,3.0,0,15.0,2,1,0,2
2474,3.0,3.0,Yes,Travel_Frequently,4,Other,3,Sales Executive,Married,76550,9.0,1,6.0,3,0,0,3
2475,2.0,2.0,No,Travel_Rarely,3,Other,1,Healthcare Representative,Divorced,174650,8.0,1,7.0,3,0,4,3
2476,3.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,73510,8.0,1,34.0,3,0,0,3
2477,4.0,2.0,No,Non-Travel,3,Other,1,Research Scientist,Divorced,108200,5.0,0,11.0,2,1,7,3
2478,3.0,1.0,No,Travel_Rarely,3,Medical,1,Sales Representative,Divorced,121690,1.0,0,5.0,2,0,4,3
2479,4.0,3.0,No,Non-Travel,4,Medical,1,Research Scientist,Divorced,196260,1.0,0,15.0,5,0,7,2
2480,1.0,3.0,No,Non-Travel,4,Medical,2,Healthcare Representative,Married,20700,4.0,2,27.0,2,0,2,4
2481,2.0,4.0,No,Travel_Rarely,2,Marketing,1,Laboratory Technician,Single,67820,0.0,1,10.0,2,1,8,3
2482,4.0,4.0,No,Travel_Rarely,2,Life Sciences,5,Sales Executive,Single,77790,5.0,1,6.0,2,2,2,3
2483,2.0,2.0,Yes,Travel_Rarely,2,Marketing,5,Healthcare Representative,Single,27910,1.0,0,1.0,3,1,0,4
2484,4.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Sales Executive,Married,32010,1.0,1,5.0,3,0,4,2
2485,3.0,1.0,Yes,Travel_Rarely,3,Other,4,Research Scientist,Married,49680,1.0,0,1.0,3,0,0,3
2486,1.0,4.0,No,Travel_Rarely,5,Life Sciences,5,Sales Executive,Married,131200,1.0,2,13.0,6,5,7,2
2487,1.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Manager,Married,40330,2.0,0,15.0,2,2,2,3
2488,2.0,2.0,No,Travel_Rarely,1,Life Sciences,2,Sales Executive,Married,32910,1.0,3,5.0,2,0,3,2
2489,3.0,4.0,No,Travel_Rarely,4,Marketing,1,Sales Representative,Divorced,42720,7.0,0,24.0,3,2,2,4
2490,4.0,1.0,No,Travel_Rarely,3,Technical Degree,4,Research Scientist,Married,50560,7.0,0,15.0,2,5,7,2
2491,3.0,2.0,Yes,Travel_Frequently,4,Life Sciences,1,Research Scientist,Divorced,28440,1.0,0,6.0,2,2,3,4
2492,3.0,2.0,No,Travel_Rarely,2,Technical Degree,2,Sales Executive,Divorced,27030,2.0,0,19.0,2,4,7,3
2493,3.0,4.0,Yes,Travel_Rarely,4,Life Sciences,2,Research Scientist,Single,19040,1.0,1,10.0,4,7,7,3
2494,4.0,1.0,No,Travel_Rarely,5,Medical,2,Laboratory Technician,Married,82240,6.0,0,14.0,3,7,6,3
2495,3.0,4.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,47660,1.0,0,5.0,3,0,3,3
2496,3.0,3.0,No,Travel_Rarely,4,Marketing,2,Laboratory Technician,Single,26100,7.0,0,9.0,2,2,2,2
2497,2.0,2.0,No,Non-Travel,2,Life Sciences,2,Manufacturing Director,Single,57310,8.0,0,6.0,2,2,2,3
2498,3.0,1.0,No,Travel_Rarely,2,Medical,1,Research Director,Married,25390,4.0,1,7.0,3,0,2,3
2499,2.0,1.0,No,Travel_Rarely,4,Other,2,Laboratory Technician,Married,57140,5.0,0,10.0,2,0,0,3
2500,2.0,4.0,No,Non-Travel,1,Life Sciences,2,Research Director,Divorced,43230,2.0,3,15.0,3,1,7,3
2501,1.0,2.0,No,Non-Travel,4,Marketing,3,Sales Executive,Divorced,73360,5.0,0,13.0,3,3,8,3
2502,4.0,1.0,Yes,Travel_Frequently,1,Life Sciences,1,Manufacturing Director,Married,134990,4.0,2,11.0,2,0,7,4
2503,4.0,1.0,Yes,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Single,137580,1.0,1,10.0,5,0,8,3
2504,3.0,4.0,No,Travel_Frequently,1,Medical,2,Healthcare Representative,Divorced,51550,2.0,1,7.0,3,2,2,2
2505,1.0,3.0,No,Non-Travel,5,Medical,3,Sales Executive,Single,22580,4.0,0,7.0,2,1,2,3
2506,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Research Scientist,Single,35970,3.0,1,11.0,2,1,2,1
2507,3.0,3.0,No,Travel_Rarely,1,Technical Degree,3,Laboratory Technician,Divorced,25150,0.0,0,23.0,2,13,5,2
2508,1.0,3.0,No,Travel_Rarely,3,Marketing,2,Manager,Single,44200,9.0,0,9.0,3,0,2,3
2509,4.0,2.0,Yes,Travel_Rarely,1,Technical Degree,3,Sales Executive,Married,65780,0.0,2,6.0,3,1,4,2
2510,4.0,2.0,Yes,Travel_Rarely,3,Medical,1,Sales Executive,Married,44220,4.0,1,13.0,2,3,7,3
2511,3.0,4.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Divorced,102740,4.0,0,12.0,3,0,3,3
2512,2.0,3.0,No,Travel_Rarely,3,Life Sciences,2,Laboratory Technician,Married,53430,1.0,0,10.0,5,4,8,2
2513,2.0,2.0,No,Non-Travel,4,Medical,1,Laboratory Technician,Divorced,23760,4.0,1,37.0,3,14,14,3
2514,2.0,3.0,No,Travel_Rarely,1,Technical Degree,3,Manufacturing Director,Married,53460,0.0,0,6.0,3,0,3,2
2515,3.0,2.0,No,Travel_Rarely,5,Medical,2,Research Scientist,Divorced,28270,8.0,1,28.0,3,14,10,3
2516,2.0,1.0,No,Travel_Rarely,4,Life Sciences,2,Manager,Divorced,199430,2.0,1,15.0,3,7,7,3
2517,4.0,4.0,No,Travel_Rarely,4,Medical,1,Research Scientist,Married,31310,4.0,0,14.0,3,1,7,2
2518,1.0,1.0,No,Travel_Frequently,4,Other,3,Manufacturing Director,Married,25520,2.0,0,9.0,2,2,2,3
2519,3.0,1.0,No,Travel_Rarely,2,Life Sciences,3,Manager,Married,44770,1.0,0,3.0,6,1,2,3
2520,2.0,4.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Married,64740,2.0,2,20.0,3,0,3,1
2521,3.0,4.0,No,Travel_Rarely,3,Marketing,1,Healthcare Representative,Single,30330,1.0,0,5.0,2,1,2,2
2522,1.0,3.0,No,Travel_Frequently,4,Technical Degree,1,Sales Representative,Married,29360,2.0,1,23.0,3,2,2,3
2523,2.0,3.0,No,Non-Travel,3,Life Sciences,3,Sales Representative,Single,186060,1.0,2,0.0,4,0,0,3
2524,4.0,1.0,Yes,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Married,21680,0.0,1,2.0,2,0,0,3
2525,1.0,1.0,Yes,Travel_Rarely,2,Medical,1,Manager,Divorced,28530,4.0,1,4.0,5,2,0,2
2526,3.0,3.0,No,Non-Travel,4,Technical Degree,1,Research Scientist,Married,170480,4.0,0,10.0,3,5,7,2
2527,4.0,2.0,No,Travel_Rarely,3,Technical Degree,5,Laboratory Technician,Married,22900,4.0,0,15.0,5,0,0,3
2528,1.0,4.0,No,Travel_Frequently,3,Medical,1,Research Director,Married,36000,1.0,0,7.0,2,7,7,3
2529,4.0,4.0,No,Travel_Frequently,4,Life Sciences,5,Research Scientist,Single,21070,0.0,0,6.0,2,0,2,3
2530,4.0,4.0,No,Travel_Frequently,2,Medical,1,Human Resources,Married,41150,1.0,0,11.0,1,3,10,3
2531,4.0,4.0,No,Travel_Frequently,4,Life Sciences,4,Sales Executive,Single,43270,8.0,0,4.0,4,0,0,3
2532,3.0,3.0,No,Non-Travel,3,Medical,1,Manager,Married,178560,3.0,0,10.0,2,3,3,3
2533,2.0,3.0,No,Travel_Rarely,2,Life Sciences,5,Manager,Single,31960,4.0,1,7.0,3,2,0,2
2534,4.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Divorced,190810,3.0,0,12.0,2,4,7,3
2535,3.0,4.0,No,Non-Travel,3,Life Sciences,1,Sales Executive,Divorced,89660,1.0,1,3.0,3,2,2,2
2536,4.0,3.0,No,Travel_Rarely,3,Medical,1,Manufacturing Director,Divorced,22100,8.0,1,11.0,4,1,6,3
2537,4.0,3.0,No,Travel_Rarely,4,Medical,2,Research Director,Single,45390,4.0,1,8.0,5,0,0,3
2538,3.0,2.0,Yes,Travel_Rarely,1,Medical,2,Laboratory Technician,Single,27410,7.0,0,7.0,3,2,2,3
2539,1.0,1.0,No,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Divorced,34910,2.0,0,25.0,0,2,8,3
2540,2.0,3.0,No,Travel_Rarely,3,Life Sciences,5,Research Scientist,Married,45410,1.0,2,9.0,4,5,8,4
2541,4.0,2.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Married,26780,1.0,1,1.0,3,0,0,3
2542,1.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Manufacturing Director,Married,73790,7.0,2,21.0,3,6,14,2
2543,4.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Manager,Married,62720,4.0,0,29.0,3,12,9,2
2544,4.0,4.0,Yes,Travel_Frequently,2,Life Sciences,1,Laboratory Technician,Single,52200,1.0,0,1.0,3,1,0,2
2545,3.0,2.0,Yes,Travel_Rarely,4,Medical,2,Sales Representative,Married,27430,5.0,1,14.0,1,0,7,4
2546,4.0,1.0,No,Travel_Frequently,4,Medical,3,Healthcare Representative,Married,49980,0.0,2,8.0,3,7,3,3
2547,4.0,4.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Divorced,102520,8.0,1,7.0,3,2,2,3
2548,2.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Human Resources,Married,27810,8.0,1,19.0,2,0,4,3
2549,2.0,2.0,No,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Married,68520,1.0,1,1.0,2,0,0,4
2550,2.0,4.0,Yes,Travel_Rarely,4,Life Sciences,2,Sales Executive,Single,49500,1.0,2,1.0,3,0,0,3
2551,4.0,2.0,Yes,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Single,35790,1.0,3,1.0,3,0,0,3
2552,2.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,131910,1.0,1,10.0,2,1,7,2
2553,2.0,3.0,No,Travel_Rarely,4,Life Sciences,5,Manager,Divorced,103770,1.0,0,10.0,2,0,2,3
2554,3.0,4.0,No,Travel_Rarely,2,Technical Degree,1,Sales Executive,Married,22350,2.0,1,9.0,2,1,0,3
2555,4.0,1.0,No,Travel_Rarely,5,Life Sciences,1,Sales Executive,Single,105020,3.0,0,11.0,4,1,2,2
2556,4.0,1.0,No,Travel_Rarely,2,Medical,1,Manufacturing Director,Married,20110,5.0,0,16.0,4,0,4,4
2557,4.0,2.0,No,Travel_Rarely,1,Technical Degree,2,Laboratory Technician,Married,18590,0.0,1,4.0,2,0,2,2
2558,2.0,4.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,37600,0.0,1,10.0,2,3,8,2
2559,2.0,4.0,No,Travel_Frequently,3,Medical,4,Manufacturing Director,Single,177790,1.0,1,10.0,5,0,8,1
2560,1.0,1.0,No,Travel_Rarely,3,Other,1,Sales Executive,Divorced,68330,2.0,0,22.0,3,11,16,3
2561,2.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Human Resources,Married,68120,1.0,0,1.0,2,1,0,2
2562,1.0,3.0,No,Travel_Rarely,3,Technical Degree,2,Manufacturing Director,Single,51710,0.0,1,9.0,1,0,7,2
2563,4.0,4.0,No,Travel_Frequently,3,Life Sciences,2,Research Director,Divorced,197400,3.0,0,24.0,2,4,7,4
2564,2.0,1.0,No,Travel_Rarely,2,Medical,4,Manager,Married,187110,2.0,1,10.0,0,2,2,3
2565,4.0,1.0,Yes,Non-Travel,2,Life Sciences,1,Sales Representative,Married,36920,1.0,1,5.0,5,3,0,3
2566,1.0,4.0,Yes,Travel_Rarely,2,Medical,5,Sales Executive,Single,25590,1.0,0,5.0,3,1,0,3
2567,3.0,2.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Married,25170,2.0,0,12.0,3,1,3,3
2568,3.0,2.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,66230,5.0,0,14.0,3,1,4,3
2569,3.0,1.0,No,Travel_Rarely,3,Technical Degree,2,Sales Executive,Married,182650,9.0,1,18.0,4,5,7,3
2570,3.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Sales Executive,Divorced,161240,2.0,1,8.0,2,1,4,2
2571,4.0,4.0,No,Travel_Rarely,1,Life Sciences,3,Laboratory Technician,Married,25850,3.0,0,9.0,5,0,1,3
2572,1.0,3.0,No,Travel_Rarely,2,Life Sciences,3,Manufacturing Director,Divorced,182130,8.0,2,4.0,3,2,2,4
2573,3.0,4.0,No,Travel_Frequently,2,Life Sciences,2,Healthcare Representative,Married,83800,0.0,0,8.0,3,7,7,4
2574,2.0,3.0,No,Travel_Frequently,4,Life Sciences,2,Manager,Single,29940,4.0,1,12.0,2,0,3,3
2575,2.0,3.0,No,Travel_Rarely,3,Life Sciences,5,Sales Executive,Single,12230,1.0,1,10.0,3,0,9,3
